,BICCN2_gene_celltype_1_EX,BICCN2_gene_celltype_2_IN,BICCN2_gene_celltype_0_NN,GSE111586_gene_celltype_1_EX,GSE111586_gene_celltype_2_IN,GSE111586_gene_celltype_0_NN,GSE123576_gene_celltype_1_EX,GSE123576_gene_celltype_2_IN,GSE123576_gene_celltype_0_NN,GSE126074_gene_celltype_1_EX,GSE126074_gene_celltype_2_IN,GSE126074_gene_celltype_0_NN,GSE127257_gene_celltype_1_EX,GSE127257_gene_celltype_2_IN,GSE127257_gene_celltype_0_NN,GSE1303990_gene_celltype_1_EX,GSE1303990_gene_celltype_2_IN,GSE1303990_gene_celltype_0_NN
8664,Gm11362,Zc3h14,Ighd6-1,Gm22970,AC105304.4,AC154366.3,Gm7626,Arhgef9,Irx1,Gm11927,Hoxa3,Rnf31,,,,Gm16539,Gm45530,Gm37350
8665,4930405O22Rik,Gm25885,Gm31371,Gm20395,Borcs5,Gm17059,2010109P13Rik,Gm45244,Ly6l,Drd4,2700049A03Rik,5830487J09Rik,,,,Gm29254,Gm6216,Olfr546-ps1
8666,Wbp11,Trim27,Gm15704,Grid2ip,1700064H15Rik,Gm43335,Use1,Prmt7,Gm24461,Nacc1,Gm45461,Gm42484,,,,Ddx23,1700082M22Rik,Gm23575
8667,Gm23835,Gm13869,Gm47540,Gm43156,Nutm2,Gm2035,Gm37502,Trub1,4930524B15Rik,Kdm5a,Cbr2,n-R5s151,,,,Gm34198,Gm49790,Lta4h
8668,Gm9298,Gm26317,Hes2,Scarb2,Npvf,Gm28564,Raly,Oxa1l,Gm12517,Eno4,Cand2,Unc119,,,,Mir1191b,AC165409.1,Gm45120
8669,Gm32842,Psmb6,Gm4732,Rbms2,Olfr891,Ccdc65,1600023N17Rik,A630089N07Rik,Gm27222,Gm5265,Gm43743,Birc3,,,,Gm25492,Gm48028,Mir5125
8670,Pomp,Gm11437,Gm30674,Gm14627,Ccdc85c,Gm42711,Gm49540,Gm7341,4930480K23Rik,4930447N08Rik,Mapk13,Hmgcl,,,,Gm16209,Gm839,Hsdl1
8671,Gm22013,Hlx,Olfr1478-ps1,4930557B06Rik,Pkdrej,Phlpp2,Bmp6,4931429L15Rik,Gm26678,Ankib1,Srpx2,Zfp943,,,,Spint1,Wdr34,Gm28076
8672,Gm13649,Mir6410,Gm2272,Gm10100,Gm11620,Gm6721,Acot5,Adamts6,Gm24848,Gm28151,Gm34701,Gm23928,,,,Tmem47,1700020N01Rik,Klk1b11
8673,Ppig,Lrrc14,Gm21738,Olfr260-ps1,Tmem161b,Gm6740,Cpne1,Bambi-ps1,Gm11746,Stox1,Tmbim7,Ubc,,,,Itpkc,Fam162b,Krtap14
8674,Spata2l,AC148016.1,Vmn2r32,Impg2,Shisa9,Gm49151,Capn10,Kif21a,Gm12025,Gm48198,Ube2d1,Shisa3,,,,Gm43915,Gm37490,Gm22135
8675,Gm37985,Ppib,Gm13859,1700052I22Rik,Cyp19a1,Gm49123,Pls3,Kdsr,Gm8378,Snw1,Gm15008,Esam,,,,Gm24056,Gm3443,Krtap4-9
8676,Gm24202,Pi4kb,Gm42402,Slc35a3,Gm11307,Ears2,Ttc19,4933421O10Rik,Fbl,Nudcd1,D430020J02Rik,Atoh8,,,,Lbhd1,Gm45296,Gm22129
8677,Gm14461,Il18bp,Gm28268,2310005A03Rik,Gm7002,Fgf11,Gm37340,Ggcx,Fasl,4933436N17Rik,1700066B17Rik,1700111E14Rik,,,,Gm45060,Katnal2,Gm42922
8678,Tdrd7,Pja1,Olfr378,Nop14,Tmod3,Imp3,Gm20754,Gm8219,Rsf1os1,Hes5,n-R5s26,Gm11384,,,,Gm47477,Zcchc14,Gm43319
8679,Hdhd3,Gm15920,Gm48397,Slc4a1,Krt8,Gm27188,Rps2-ps9,Gm17849,Gm33351,Gm23881,Tjap1,Gm14748,,,,Lage3,Tecrl,Gm43183
8680,Eps15l1,Gm30025,AC162463.2,Rpl9-ps1,Akr1c14,Gm24866,Lsm14b,Exoc7,Mir208a,4930503L19Rik,Chmp2b,Cdkn2a,,,,Gm49548,Gm31182,Gm48824
8681,Gm26562,Gm34643,Gm7786,AC105297.3,Gm11639,A630081D01Rik,Gm2803,Cd3eap,Gm11604,AC125110.1,Ankrd33,Gm11127,,,,Ubxn8,Gm38569,Poteg
8682,Ncoa5,Gm43868,Gm6964,Gm43274,Actn4,Apoa2,Nr4a2,Dpf1,Gm32872,Exosc9,Tmem68,Sms,,,,Seh1l,Gm42801,Cyp2d10
8683,Trpm3,Tcap,Gm48010,Ltbr,Gm37997,Gm38431,Gm17023,Asb18,Gm17555,Exosc3,AC091309.7,Seh1l,,,,Gm14963,Gm7145,Gm20447
8684,Gabarapl2,Krt33a,Olfr381,Gm48975,Gm22969,Prl8a8,Rsph9,G6pc3,Mki67,Tlr7,Zmat3,Il31,,,,Gm37542,Ighv5-12,Gm25657
8685,A1cf,Plxna4,Gm22645,Bbs5,St8sia4,Gm8722,Tyrp1,Wdr86,Gm49303,Gm23604-1,Gm28650,Gm29125,,,,Acsl4,Gm14753,AC132253.3
8686,Zfp459,Mir804,Tulp4,Slc4a7,Klhl7,Gm28370,Efhc1,AC164647.1,Gm47888,Gm6569,Gm12919,Bcas3os1,,,,Gm25658,Oacyl,Gm10913
8687,Gm9748,Gm23699,Gm28450,Mrpl42,Gm6058,Gm37575,Gm47253,Jrk,AC132418.2,Ubald1,Zscan22,Gm37257,,,,Gm16138,Olfr172,Gm47143
8688,D330020A13Rik,Gm26215,Krt19,Mgat5b,Olfr943,Gm9711,Pofut2,Timm23,Wtap,Gm42651,Gm13132,AC151288.1,,,,Gm45453,Mab21l3,Gm43830
8689,Gm45292,Gpr68,Olfr43,Baz2b,Gm17066,Hprt,Gm48120,Scpep1,Gm11653,Gm23711,Gm44899,Atr,,,,Rbak,Gm11262,Gm25175
8690,Gm48602,Nsmce1,Gm25254,Gm13357,1700012D16Rik,Gm22428,Gm7775,Ikbip,Vpreb1,Camsap2,Ap3b1,Gm2926,,,,Platr14,Gm49468,Scgb2b2
8691,Slurp2,Arhgdia,Gm42646,Gm44488,A630050E04Rik,Dbt,6720483E21Rik,Fsd1l,Gm49174,C2,Gm16091,Gm44982,,,,Gm27743,Gm25846,Gm15429
8692,Gm23492,Gm9064,Gm44245,Gm43553,Gm18445,Gm24868,A930002I21Rik,AY702102,4930455J16Rik,Sec22a,Gm44743,Gm8707,,,,Gm23226,Olfr818,Gm11034
8693,Csde1,Gm44044,Gm6872,Stk40,Pou3f2,Olfr1322,Il1rap,Gm47095,Gm7155,Bax,Defb29,Myh4,,,,Uba52-ps,Gm44439,Olfr789
8694,Wdr54,Zpr1,Gm9614,Gm48232,Hrasls,4933436I01Rik,Aox4,Rce1,Gm17387,Igkv6-32,Asmt,Prss8,,,,Gm37884,Gm48351,Gm15075
8695,Olfr194,Gm12264,Mgl2,Rfpl4b,Gm23423,Gm25195,Gm13049,Mfsd4b1,Apol10c-ps,Wdr55,Gm42584,Gm25092,,,,Ighd2-4,Phf20l1,Chmp4b
8696,Hypk,Aoc3,Gm1848,Atg16l2,Gm16416,Atp10d,Ppm1f,C1qtnf5,Gm22595,Tmco4,Gm25535,Gm23661,,,,Tex22,Il1rn,Gm26647
8697,Gm41206,Hexa,Gm12411,4930488B22Rik,Usp30,Sept6,Ctu1,0610037L13Rik,Gm49071,Acot7,Gm38200,Gm20508,,,,AC116759.1,Gm43780,Gm18310
8698,1700012J22Rik,AW047730,Gm3077,Gm22899,Gm14444,Sap18b,Tars2,Tmem53,1700052K11Rik,Alyref,Arhgap21,Gm22322,,,,Gm24617,Gm4279,Gm15666
8699,Gm25977,Gm48703,n-R5s152,Faf1,Gm37839,Gm32063,Mrpl3,Lama3,Gm20706,Ltk,Gm28747,Gm22516,,,,Gm44260,Gm24140,Cd44
8700,1700027A15Rik,Ppat,Gm13249,Hsd17b1,4930555B11Rik,Tas2r108,Gm15632,Gm18688,Lmod2,Armc4,Sik3,Hoxa3,,,,Kcnj12,Nudc,Gm37307
8701,Nt5c,Col4a3bp,Gm48391,Grhl2,Ldb2,Gm12236,B3galnt1,Rdx,Gm14666,Gpr180,Slc30a5,Gm14524,,,,Gm37653,Gm11826,Gm28064
8702,Ccdc150,Clec12b,Gm47387,Nanog-ps2,Gm24422,Gm15161,Smg5,Gm13631,Gm3919,Apaf1,Nat14,Gm24841,,,,Gm26296,Gm12644,Gm37851
8703,AC148017.1,Mrps17,Defa27,Sertad2,Gm43840,Gm36984,Gm28914,Gm25707,C8a,Trim16,Cntf,Gm49738,,,,Megf8,Large2,Olfr822
8704,Pmm1,Hsd17b7,Hspb6,Gm38554,Gm16584,Gng13,Atxn7l3,Ociad1,Gm44463,Tpp2,Gm40377,Map3k19,,,,Gm19366,AC139334.1,Gm25917
8705,Tubb3,Gm34533,Olfr649,Gm48177,Cyp3a25,Ngp,Ptpn2,Gm38332,Apln,C1qtnf12,Gm23220,Guca1a,,,,Pomk,Gm29676,Gm44836
8706,Mylk,Slc35c1,Gm48970,Gm35240,Gm34388,Trav14n-1,Gm15564,Gm6559,Gm34417,Itgbl1,2010001K21Rik,CT030636.2,,,,Pop4,Gm43958,Gm44131
8707,Gm25096,Gm12278,Gm3027,Gm37732,Pdhb,Gm16238,Pex12,Asah2,Efcab2,Gm38260,Fam69b,Gm12198,,,,Gm19066,Rtel1,Iglj1
8708,B230217C12Rik,Gm11729,Gm45228,Gm47792,Mkx,Eps8l1,Rs1,Dip2c,4930425O10Rik,BB019430,6820426E19Rik,Gm37132,,,,Gm37978,Gm13223,Mir465c-2
8709,Cyp7b1,Polr3f,AC151288.1,2700068H02Rik,Hacd2,Ppp1r11,Nmd3,Bivm,2210011C24Rik,Spdl1,Bmp8b,Gm5982,,,,Pnmt,Gm24286,Gm49391
8710,Gm37077,Rho,Gm17054,Gm24901,Gm43919,Gmppb,Ism1,Gm25942,Mir6932,Phc3,Gm49215,Gm30600,,,,Gm16172,Gldc,AC100263.1
8711,Hsfy2,Gm9801,Gm31898,Gm4257,Gm12463,Gm26038,Mogat1,Gm34391,Gm37401,Gm49607,Gm14968,Gm11621,,,,Gm37944,Zfyve27,Gm26092
8712,4930558N11Rik,Gm22305,Ighv5-7,AC145590.1,Gm49407,Gm4297,B9d1,AC134591.1,Gm12370,Gm24666,Prr9,Cfb,,,,Prr22,Gm31378,Traj44
8713,Gm26740,Tbx5,AC162805.6,Fanca,Gm11260,Josd1,Dag1,Slc25a42,Iqcm,Fbxl16,Gm23666,Snord116l12,,,,Gps2,Trpc1,Mir449b
8714,Tbc1d8b,Shc1,Gm15370,Gapvd1,Rhbdd3,Cc2d1b,Gm10337,Mir3971,Gm37275,Gm36146,Gm38991,Gm42875,,,,Rtl8a,AC164546.2,Gm43805
8715,Gm49178,Gm3096,Gm9672,Gm18226,Gm38049,Arl16,E030018B13Rik,Gm5457,CT033772.2,Zeb1,Gm42945,Gm18495,,,,Tbata,Gm26489,Gm27427
8716,Clmp,Tmcc3os,Gm9894,Esyt1,Lipo1,Eif4a1,Tsacc,Gm49364,Gm30341,Ppp4c,Lmx1b,Gm18018,,,,Pars2,Gm5159,Mir1839
8717,Gm27601,Gm8664,Iglj3,Mecom,Gm32031,Gm18283,Gm22614,Gm44702,Gm48482,Bmp1,Gm43802,Micu3,,,,Gm49123,Gm47866,Olfr1003-ps1
8718,Slc5a9,Atm,Glipr2,5430433H01Rik,Gm8345,Gm20405,Gm25249,Ndufs1,9530018F02Rik,Fundc1,1700067P10Rik,Gm31104,,,,Wnt2,Gm12852,CAAA01189291.2
8719,Retreg1,Gm12849,Fam151a,Gm21152,Vmn1r-ps102,Gna13,Gm23380,Lrrc42,Rnase2b,Sh3rf2,Cd93,Gm42714,,,,2310008N11Rik,Vmn2r-ps12,Mir216c
8720,Tmem241,Gm47081,Vmn1r53,AC158568.2,Gm20515,Gm44985,Gm49221,Rnf185,Gm48947,Kifap3,Gm14854,4921517D16Rik,,,,Mir23a,Zfp148,Gm18924
8721,Gm37178,Gm14827,Klra8,Gabpb1,Nbas,Rpl15-ps5,G3bp1,Gm37496,Gm15466,Rpl10a-ps3,Gm39091,Gm43263,,,,Itga7,Gm19194,Gm27366
8722,Sfmbt1,AC133451.2,Gm5554,Gm13914,D630039A03Rik,Cd74,Gm17181,Gm13546,AC155159.1,A430033K04Rik,Cpb2,Gm19254,,,,Mafg,Nlrc4,Traj32
8723,Gdap1,Rad51c,Traj34,Gm27414,Gm17067,Gm20453,BB218582,Tmem249,Nup37,Zfp112,Gm6158,Kank4os,,,,Gm11663,Gen1,Mir669m-2
8724,Gp1bb,Car4,Gm45541,Trp53inp2,Sox17,Gm28038,C230031I18Rik,Ldhal6b,Gm8341,Tmem163,Gm28578,Gm48335,,,,Ankrd6,Sult2a7,Traj34
8725,N4bp3,Gm3307,Mir344i,Gm15970,Gm9710,Olfr797-ps1,Mknk1,Gm15801,Gm26945,Klhl23,AC157931.1,A930023M06Rik,,,,Icmt,Flnb,Traj35
8726,Tmem54,Gm37072,Gm21863,Gm2639,Gm49030,Mir296,Taf1a,Vangl1,Gm12948,Tnfsf12,Slc4a4,AC141882.2,,,,Rnf144b,Osgin1,Gm44328
8727,Nexmif,Xpo4,Itgax,Terf2,Gm44242,Olfr95,Pirt,Gm29461,Otogl,Scube3,Gm26050,Gm12321,,,,Gm14508,Gm42910,Gm16587
8728,Gm37880,Sdsl,Gm45274,Gm18076,Gm25634,Gm43598,Szt2,Tnfaip8l1,Gm47643,Cstf2,C130026L21Rik,Gm29800,,,,Naglu,Nkx2-5,Gm26073
8729,Gm16145,Nr6a1os,Mup16,Nell1,Fam168a,Asf1b,Dmtf1,Gga3,Ly6c2,Gm24010,Gm11473,Gm7463,,,,Atf5,Nlrp12,Gm20480
8730,Pxk,Bms1,Gm48647,Olfr941-ps1,Gusb,Olfr728,Parp11,Unkl,Gm7394,Gm44714,Gm45854,Psma8,,,,C130021I20Rik,Klhl33,Iglc3
8731,Gm49268,Gm9917,Gm48241,Stk25,Smim8,Gm28198,Gm42972,AC087233.1,Olfr1324,Gm48296,Lyg1,Gm7558,,,,Gm43507,Gm49377,Gm26156
8732,Gm28900,Fcgr2b,Mup10,Gm37851,Gm2399,Gm34721,Mrpl21,Mrpl49,Gm43863,Zkscan6,Hist1h3c,Taf7l,,,,Gm27993,Gm23337,Dnajc19-ps
8733,Gm19585,Galnt17,Gm48200,Slc22a23,Vav1,Gpr108,Gm48078,Ift81,Gm12354,Zfp644,AU041133,Mir320,,,,Cdkn1c,Gm26475,Gm23542
8734,Pm20d2,Eif2s2,Slc22a28,4930556G22Rik,Rabif,Eif3k,Glcci1,Gm16701,Gm4926,Gm48799,Gm49098,Gm10803,,,,Gm43518,Olfr440-ps1,Gm18622
8735,Dpysl3,Ptger2,Gm22364,Tbc1d30,Rc3h1,Trav6d-5,Gm45175,Ormdl2,Gm8941,Pou6f1,Gm14542,Gm7774,,,,Gm47135,Gm6560,Olfr1304-ps1
8736,Pcdhgc5,Gm22304,Skint8,Gm36742,4921529L05Rik,Lrp10,Nus1,Gm29477,1700019G24Rik,Gm22313,4931440P22Rik,Gm536,,,,Tbx18,Npy2r,Gm25395
8737,Gm47548,1700092C17Rik,Cyp4a30-ps,Gm9064,Akap8,Gm11701,Capn7,Cul3,Gm25624,Zfp617,Gm11232,Proser1,,,,Gm15615,Mup-ps23,Gm27517
8738,Gm4342,AC147020.3,3110053B16Rik,Gm8134,Ppef2,Gm14805,Arhgef10l,Zfp579,Rbm46,Med27,Pus10,Gm44847,,,,Gm16024,Galnt14,Sp7
8739,0610025J13Rik,2610318N02Rik,Gm12164,Olfr298,Zfp365,Gm19267,Cdyl2,Lrwd1,Gm37535,Gm43334,Sat1,Syt10,,,,Gm47961,Tpm3-rs7,Gm26787
8740,Hook2,Hdgf,Gm48672,Gm25360,Gm44758,Gm28383,Lpar5,Nsun6,Oard1,Tyrp1,Ccdc160,Myo3a,,,,Smarca1,Gm14333,Ighv5-7
8741,A930038B10Rik,Mir568,Cyp2j8,Gm27804,Gm26486,Gm6612,Akap10,Maea,Olfr1417,Gm37971,Prr14l,Tas1r3,,,,Zfyve19,Gm15173,AC105304.1
8742,Gng3,Gm47799,Gm8765,Gm43893,Ndst4,Gm24460,Mir1905,Gm8940,Gm11110,Gm26086,Gm10645,Gm25907,,,,0610012G03Rik,Gm7001,Gm11523
8743,Gm42660,Gm16510,Gm8674,Gm6263,Coro1b,Mir6988,Rps13,Trp53inp1,Gm14314,Gm28055,Gm26772,Gm15586,,,,Gm23275,Gm10556,Ninj2
8744,Trav23,Junb,Slc43a3,1700112J16Rik,Faiml,Gm27206,Washc3,Rnpepl1,Gm11867,Ubtd2,Zfp580,Gm16556,,,,Rabgap1l,Gm24238,Gm14580
8745,Gm30228,Gapdh,Gm5404,Gm13857,4930463O16Rik,Gm25303,Cxcr5,Bak1,Rpl30-ps11,Cep162,Gm15183,Crebzf,,,,Cox6a1,AC115768.2,Gm11845
8746,Gm11922,Gm23789,Gm44395,Gm11403,Vmn2r62,Mir343,Gm47406,Gm23303,Gm20379,Gm47479,AC118724.2,Msgn1,,,,Gm30946,Gm13499,Olfr1202
8747,Gm13816,Ptprd,Gm23713,Bche,Gm42497,Nkx2-9,Acat1,Gm24888,Gm44535,Asxl3,H2-Pb,Gm7424,,,,Gm26792,Gm21070,Prdx2
8748,Gm11653,Gm25589,Gm28076,Gm23659,Gm13304,Gm12022,Clcc1,Helq,Olfr222,Ep400,D830024N08Rik,Gm44403,,,,Mir711,Gm23077,CT025731.2
8749,4930500H12Rik,Olfr267,Gm22824,Gm28237,Gm45326,1700066M21Rik,Cgref1,5330429C05Rik,Gm24375,Tnnt1,Spon1,Gm44304,,,,Gm20471,Gm47752,Cmbl
8750,Arhgef26,Palb2,Olfr942-ps1,Gm23892,Gm13815,Prnp,Cacng8,Adipor2,Gm33979,Gm45081,Mep1b,Magohb,,,,4930557B06Rik,Mir99ahg,Tmem37
8751,Cldn22,AC115631.1,Mir683-1,Gm48972,Gm12771,Gm23810,Gin1,Ctns,Mir6912,Lpl,Dnaja1-ps,Gm43759,,,,Togaram1,Caln1,Gm4798
8752,Ddx60,4933421O10Rik,Ighv3-8,Gfpt2,Rpl31-ps24,Cnksr1,Mir6921,Pdap1,Gm48981,Dgkg,Pfpl,Gm13348,,,,Gm24399,Gm9367,Gbp4
8753,Gm48597,Dhps,Gm49692,E230016K23Rik,AC154779.2,AC122119.2,Zfp11,Gm16853,1700030L22Rik,Hmgb1,Gm12582,4930553I21Rik,,,,Klk1b26,Gm12382,Gm26827
8754,Gm45092,Rnpepl1,Gm15037,Zfp879,Gm48276,Gm13740,Mt2,Kcng2,Gm6352,Ccdc105,Gm22839,Homez,,,,Gm31323,Platr15,CT030193.1
8755,Gm36159,Cxcl11,Gm45700,Vmn1r46,Pramel7,Gm7444,Zfp771,Gm45358,Gm38358,Emp1,Mr1,Gm8209,,,,Gm10300,Gm9443,Gm9745
8756,Gm13522,Gm13857,Gm35533,Stradb,Gm38562,Gm38341,Zfp930,Atp6v1h,Ang4,Ung,Gpr35,Igf1,,,,Gm37091,Gm17984,Col4a4
8757,Gm22177,Tram1l1,Gm10770,Gm8256,Gm45538,Spata25,Cacng7,Atp11c,Gm14614,Gm18289,BC002189,Gm26207,,,,Cfl1,Col4a3,Apoc2
8758,Dcaf7,Gm37331,Gm9135,Gm29431,Gm47704,Mir6993,Ttc30b,BC048403,Gm24957,Gm42942,Gm43896,Cyth4,,,,Gm22990,Gm7507,Mir8103
8759,Gm48342,Mark3,Gm38428,Fam13c,Cycs-ps3,Gm15363,Lrp11,Atg101,Actc1,Gm11271,Gm43679,Gm45481,,,,Gm16751,Gm45907,1700008B11Rik
8760,AC124518.2,Cwc27,Ltb,Kyat1,Gm4945,Rhox3a2,Maged1,Pibf1,Plg,Gm13039,Znrf4,Gm15672,,,,Rrp1b,Lrrc74a,Ms4a14
8761,Xylb,Gm42471,Gm6490,Wdr27,Gm43052,H2-M10.2,Dnmbp,Atxn7,Gm7531,8030462N17Rik,4930518C09Rik,Xndc1,,,,Calhm3,Gm11782,Arid4a
8762,Txlng,Gm44975,Olfr608,Ranbp2-ps9,Tgm6,AC102333.1,AC154291.2,Mir153,Gm18585,Nlgn2,A130010J15Rik,Gm5049,,,,4930412F12Rik,6720469O03Rik,Gm4240
8763,Cdkl1,Tmem126a,Gm3053,Ttc30a1,Dmgdh,Gm47567,4930417H01Rik,Zfp384,Gm8247,Tubgcp2,Slc9a3r1,Gm22714,,,,Gm22859,Scgb1b30,Gm44520
8764,Lrit3,Rimbp3,Rps8-ps4,Gm5844,Myc,Gm24311,Uqcrb,Ccdc189,Ptf1aos,Itga2b,Jmjd6,Mir6356,,,,Capn6,Gm37548,Mettl7b
8765,Gm28343,Hlcs,Gm10142,Mall,Gm13905,Gm12961,Wdr6,Zbtb11os1,1700007M16Rik,Sgf29,Gm37624,Gm6055,,,,Mir6936,Trav9n-4,Lox
8766,Shq1,Lmln,Obox3-ps8,Arhgef17,Tmem120b,Gm37650,Baiap2l1,Pds5b,Gm42857,Pef1,Plekhd1os,C030017D09Rik,,,,Ubc,Cnot4,Gm29214
8767,Npm2,Gm44681,AC073947.1,4930519L02Rik,Slc24a1,Olfr400-ps1,Cic,Gldc,Gm25966,Gm1976,D8Ertd738e,Dpep1,,,,Slc39a2,Aebp1,4921517D16Rik
8768,Bace1,Gm38067,Gm6727,Gm32921,Nin,Gm18953,Nop14,Mars,Gm5619,Gm12490,Syndig1l,Gm16050,,,,Ptger3,Krt26,Notum
8769,Mir802,E330011O21Rik,Gm48520,Arhgap26-1,Mmp24,Gm25106,5430416N02Rik,Gm12941,Gm15392,Ppip5k2,Capn5,Lsamp,,,,Gm29019,Gm28187,Gm34302
8770,Gm48324,Barhl2,Gm40853,Pa2g4,Gm23663,Slc10a3,Gm24811,Gm48591,Gm7539,AC131065.3,Epha2,Gm41434,,,,Pdcd5,Gm24302,Gm48116
8771,F730043M19Rik,Gm43168,9930111J21Rik2,Cfd,4933406M09Rik,Tgfbr3l,Casp9,AL589878.1,Cyp21a1,Cdh12,Gm35430,9930022D16Rik,,,,Gm45029,Gm16572,Gm26626
8772,Gm15426,Gm5358,Gm16285,Gm38061,March11,Gm14787,Gm13255,Zfp811,Rpl28-ps2,Gm34105,Mir598,Gm12654,,,,Gm22871,Gm37108,Cfdp1
8773,Gm27159,Xrcc6,Gm48896,Tlr5,Muc15,1700014D04Rik,Kif13a,Nars,Gm24595,Gm7739,Gm23346,Gm10575,,,,Gm34333,AC102081.1,Gm6436
8774,Efcab10,1600019K03Rik,Gm14124,Slc37a3,Gm23819,Ighv5-18,Zfp612,Atl2,Gm27392,Gm14506,A330049N07Rik,Jchain,,,,Atrnl1,Gm48310,Rrn3
8775,Gm49190,Gm28036,Gm48494,Gm23178,Scgb2b5-ps,C920009B18Rik,Gm11335,Otogl,1700018B24Rik,Gm17935,Lgalsl,Ppp3r2,,,,Gm44324,Cyp4a31,Gm25352
8776,Mir5710,Ttll7,Ccdc89,Gm22971,Ptprb,Gm27554,Spata5,Jun,Gm49170,Gm18227,Gm16223,AC117612.1,,,,Gm12653,Gm47837,Gm23550
8777,Trappc6b,Gm24459,Gabarapl1,Txndc11,Mup22,Gm37220,Asgr1,Gm11733,AC157910.1,Leprotl1,Plcd3,Xlr3a,,,,Crip3,Gm43749,BC026762
8778,Cc2d2a,Gm43929,Gnat1,Kidins220,Pick1,Olfr918,Zfp160,Gm47411,Gm37064,AC132288.2,Gm14255,Olfr210-ps1,,,,Nxpe3,Gm5354,Slc10a2
8779,4930527J03Rik,Lnpk,Gm33654,Gm44594,Nagk,Gm25230,Hikeshi,1700086O06Rik,Apela,Ppt1,Gm14169,Il15,,,,Smim24,Gm23520,Gm45387
8780,Tacr1,AC126031.4,CT033759.3,Gm22013,1700120G07Rik,Gm8039,Tmem101,1300017J02Rik,Gm6344,Dusp13,Mospd1,Gm26414,,,,Gm19326,Gm5276,B3gat3
8781,Aida,Gm29428,Gm24962,B3glct,Gm44270,Gm5781,Gm1976,Ap5s1,Akp3,Gm5476,AI464131,Gm7442,,,,Gm44366,Gm12813,Mir653
8782,Gm5487,9330185C12Rik,Gm19091,Gm23694,Gm37270,Rpl21-ps11,Ndufb4c,Glra1,Gm45427,Man2a1,Gm29200,Gm11746,,,,Camta2,Olfr128,Vmn1r177
8783,Gm48008,Hoxd3,Hcfc1r1,Gm6806,Gm30329,Gm45409,Lpp,Atf5,Gm30414,Sult5a1,2900045O20Rik,Olfr536,,,,Mustn1,Gm22573,4930509G22Rik
8784,Gm44475,Psmd2,Gm26632,Gm28256,Gm42571,Eif3c,Gm47725,Tuba4a,Trim43a,Gm49337,Casq2,AC124973.2,,,,Gm44980,Plekhm2,Olfr50
8785,Aldh3a1,Itpa-ps1,Gm15115,Lcor,Mir708,4833413E03Rik,Gm48425,Coq5,Gm49517,Cwc22,Ifitm7,2410124H12Rik,,,,Gm25966,Gm7658,Gm14155
8786,Gm42711,Rraga,Gm47449,Mybl1,9930022D16Rik,1700041G16Rik,Gm45671,Wdr70,4921520N01Rik,Mypn,4930567H12Rik,Gm37126,,,,Tuba1a,Cep152,Mup-ps14
8787,Zfp9,Actc1,Vnn1,Gm12443,Tmub2,Gm47997,Cadps2,Gm26767,Cavin2,Gosr2,Rtl4,1700029J03Rik,,,,9430014N10Rik,Csf2ra,Gm45223
8788,Snhg14,Sema4b,Cyp2d10,Gm43269,Olfr1211,Phka1,Tro,Taz,Klhl10,A330040F15Rik,Gm26215,Gm28003,,,,Hist4h4,Slc35f5,Ear-ps12
8789,Fbxo47,Wdr6,Mir5101,Cnn1,AC127693.2,Mir497,Kctd15,Rbm26,Gm37776,Rps27rt,Tatdn3,AC132235.2,,,,Ptges3l,Tars,Gm44020
8790,Ankrd40,Gm49013,Olfr1485-ps1,Gm37904,Gm6008,Gm47004,Dnah7a,Gm37873,Pcdhga6,Gm22867,Foxd2,Pgr15l,,,,Gm37062,Gm26189,Gm47474
8791,Gm37689,Adap1,Gm28168,Selenbp2,Olfr295,Lrrc29,Slc39a3,Washc3,Gm48771,Drp2,Eln,Banf2os,,,,Gm48529,Enpep,Pomgnt2
8792,Gm4756,Gm30484,Olfr1455-ps1,Gm9321,Mir6983,Gm15930,Gm16675,Gan,1700015G11Rik,Gm38042,Gm45312,Il1b,,,,3100003L05Rik,Gm12642,Gm19340
8793,Gm15912,4833412C05Rik,Gm25775,Nrsn1,LOC102637012,Klrb1f,Cebpz,Mtfr2,Gm47899,Isyna1,Gm49710,Gm11527,,,,Pink1,Gm24292,Trav13d-1
8794,Bud31,Smc2os,Gm48410,B020004C17Rik,Gm19141,1810013D15Rik,Gm47415,Oaz1-ps,Gm16125,Gm16339,Gm13624,Gm25799,,,,Mbd4,Gm49434,Jrk
8795,Evx2,Gm20537,Gm31727,Gm26289,AC163399.1,Gm44738,Gm36445,Gm25562,Gm17967,Gm37822,Gm2986,Gm47376,,,,Map3k21,Olfr1209,Phf6
8796,Gm43839,H2-Ke6,Tas2r106,Ppp1r42,Sfxn5,Myom1,BC085271,B3gnt9,4930568D16Rik,Mettl21e,Gm11653,Gm32828,,,,C030034I22Rik,Gzmf,Gm19708
8797,Vmn1r-ps114,Cct8,Gm15304,Mcpt2,Gm5605,Gm11429,C1qtnf12,Sspo,1700087M22Rik,Palmd,Gm47690,Gm4257,,,,Traj23,Ryr1,Olfr852-ps1
8798,Icos,Rnls,Ighv2-9-1,Gm38178,Adh6a,Gpr142,Arf1,Mef2a,Gm47357,Gm15849,Tead1,Gm49533,,,,Hirip3,Xirp2,Olfr934
