,SF_IN,SF_EX,SF_NN,CU_IN,CU_EX,CU_NN,TA_IN,TA_EX,TA_NN,TN_IN,TN_EX,TN_NN,SM_EX_L2.3.IT,SM_EX_L5.6.NP,SM_EX_L5.ET,SM_EX_L5.IT,SM_EX_L6.CT,SM_EX_L6.IT.Car3,SM_EX_L6b,SM_IN_Lamp5,SM_IN_Pvalb,SM_IN_Sncg,SM_IN_Sst,SM_IN_Vip,SC_IN,SC_EX,SC_NN
47632,Ms4a6b,Alyref2,Ap1b1,,,,,,,,,,,,,,,,,,,,,,,,
47633,Zbtb17,Gm13194,Mboat4,,,,,,,,,,,,,,,,,,,,,,,,
47634,Tanc2,Cox7b,Grp,,,,,,,,,,,,,,,,,,,,,,,,
47635,Gm42557,Mmab,Gm19001,,,,,,,,,,,,,,,,,,,,,,,,
47636,Gstt1,Npffr1,F12,,,,,,,,,,,,,,,,,,,,,,,,
47637,Lrrn3,Stox2,LOC105242780,,,,,,,,,,,,,,,,,,,,,,,,
47638,Gm11637,Chn2,Insm1,,,,,,,,,,,,,,,,,,,,,,,,
47639,Lsm11,LOC105245637,Slc24a3,,,,,,,,,,,,,,,,,,,,,,,,
47640,Ptms,Mpdu1,Morn1,,,,,,,,,,,,,,,,,,,,,,,,
47641,Gm12407,Kdelr1,LOC105243914,,,,,,,,,,,,,,,,,,,,,,,,
47642,Fxyd2,Gm29908,Mfi2,,,,,,,,,,,,,,,,,,,,,,,,
47643,Slitrk5,Lrrc8d,LOC105246285,,,,,,,,,,,,,,,,,,,,,,,,
47644,4921531C22Rik,A130010J15Rik,Aagab,,,,,,,,,,,,,,,,,,,,,,,,
47645,B230209E15Rik,Akap12,Cacnb1,,,,,,,,,,,,,,,,,,,,,,,,
47646,Gm36003,Gpr98,Hpcal4,,,,,,,,,,,,,,,,,,,,,,,,
47647,LOC105246184,Pcdh19,Ddx55,,,,,,,,,,,,,,,,,,,,,,,,
47648,Gm7308,Gm3005,Taf7l,,,,,,,,,,,,,,,,,,,,,,,,
47649,Gm30785,B430319G15Rik,BB557941,,,,,,,,,,,,,,,,,,,,,,,,
47650,Asprv1,Mmp11,Hcn3,,,,,,,,,,,,,,,,,,,,,,,,
47651,Tmprss15,LOC105246320,Gm13530,,,,,,,,,,,,,,,,,,,,,,,,
47652,Gm36436,Zfp846,Gm4609,,,,,,,,,,,,,,,,,,,,,,,,
47653,Car5b,Gla,Ndrg3,,,,,,,,,,,,,,,,,,,,,,,,
47654,A230103J11Rik,Htra3,Gm13736,,,,,,,,,,,,,,,,,,,,,,,,
47655,Gm26740,Cep128,Prss57,,,,,,,,,,,,,,,,,,,,,,,,
47656,Neurod1,Inpp5b,Gm32258,,,,,,,,,,,,,,,,,,,,,,,,
47657,Stk17b,LOC102635912,Gm16485,,,,,,,,,,,,,,,,,,,,,,,,
47658,Il1b,Ppp2r3a,Nefh,,,,,,,,,,,,,,,,,,,,,,,,
47659,Dalir,Atp5b,Gm34707,,,,,,,,,,,,,,,,,,,,,,,,
47660,Cdcp1,Mum1,Gm33862,,,,,,,,,,,,,,,,,,,,,,,,
47661,Gatsl3,Gbp3,Iglon5,,,,,,,,,,,,,,,,,,,,,,,,
47662,Lmo3,Ppcs,Csrnp2,,,,,,,,,,,,,,,,,,,,,,,,
47663,LOC105245834,Gm6249,Gm12446,,,,,,,,,,,,,,,,,,,,,,,,
47664,Gm34747,Gch1,Pcdh8,,,,,,,,,,,,,,,,,,,,,,,,
47665,Trank1,Atp5c1,Efcab13,,,,,,,,,,,,,,,,,,,,,,,,
47666,Chia1,Plcz1,RP23-212H18.4,,,,,,,,,,,,,,,,,,,,,,,,
47667,Cenpu,Clec1a,Trmt1,,,,,,,,,,,,,,,,,,,,,,,,
47668,Gm6142,Gm31322,Gm5079,,,,,,,,,,,,,,,,,,,,,,,,
47669,Atxn7l2,Rapgef3os1,Nova2,,,,,,,,,,,,,,,,,,,,,,,,
47670,Gm32371,Gna12,Gm35463,,,,,,,,,,,,,,,,,,,,,,,,
47671,Myo1d,Cdc25a,Gm37168,,,,,,,,,,,,,,,,,,,,,,,,
47672,LOC105243282,Gm3252,Gldn,,,,,,,,,,,,,,,,,,,,,,,,
47673,Nlrp1c-ps,Gm9881,LOC105243944,,,,,,,,,,,,,,,,,,,,,,,,
47674,Gm13307,Arhgap31,LOC105243451,,,,,,,,,,,,,,,,,,,,,,,,
47675,Bmp8a,Il1rapl2,Gm29853,,,,,,,,,,,,,,,,,,,,,,,,
47676,Man2a1,Uqcrb,LOC102640133,,,,,,,,,,,,,,,,,,,,,,,,
47677,LOC102637921,Ankub1,Lrrtm2,,,,,,,,,,,,,,,,,,,,,,,,
47678,Gm36818,Pmvk,Gm35394,,,,,,,,,,,,,,,,,,,,,,,,
47679,LOC105243367,Hjurp,Adck5,,,,,,,,,,,,,,,,,,,,,,,,
47680,Dera,Fam214b,Radil,,,,,,,,,,,,,,,,,,,,,,,,
47681,Tbc1d10a,Ubc,Ttbk1,,,,,,,,,,,,,,,,,,,,,,,,
47682,LOC105246600,LOC105243352,LOC105246139,,,,,,,,,,,,,,,,,,,,,,,,
47683,Trpv3,Tcp10b,Myadml2os,,,,,,,,,,,,,,,,,,,,,,,,
47684,Gm21954,Eif2s2,Gm11728,,,,,,,,,,,,,,,,,,,,,,,,
47685,Metrnl,Gm29879,Gm30572,,,,,,,,,,,,,,,,,,,,,,,,
47686,Cisd3,Slco1b2,Tctn3,,,,,,,,,,,,,,,,,,,,,,,,
47687,Gm35125,Naprt,Ccdc176,,,,,,,,,,,,,,,,,,,,,,,,
47688,B4galt2,Gm6548,Pms2,,,,,,,,,,,,,,,,,,,,,,,,
47689,Rab11fip4,Mthfd2l,DQ267100,,,,,,,,,,,,,,,,,,,,,,,,
47690,Trat1,Slc25a33,A930013F10Rik,,,,,,,,,,,,,,,,,,,,,,,,
47691,Pvrl3,C330024D21Rik,LOC105246004,,,,,,,,,,,,,,,,,,,,,,,,
47692,5031414D18Rik,Agmo,Dnajb5,,,,,,,,,,,,,,,,,,,,,,,,
47693,Gm3693,Fut10,LOC105242844,,,,,,,,,,,,,,,,,,,,,,,,
47694,Gm38112,Depdc5,LOC100503338,,,,,,,,,,,,,,,,,,,,,,,,
47695,Arhgef17,Nmbr,Cst6,,,,,,,,,,,,,,,,,,,,,,,,
47696,Rgs5,Pdcl3,Usp28,,,,,,,,,,,,,,,,,,,,,,,,
47697,Mkl1,Gm26756,5730480H06Rik,,,,,,,,,,,,,,,,,,,,,,,,
47698,LOC105245391,Ndufb7,LOC105242561,,,,,,,,,,,,,,,,,,,,,,,,
47699,Igf1r,Glod5,Gm32026,,,,,,,,,,,,,,,,,,,,,,,,
47700,Map2k1,Snrk,Eml6,,,,,,,,,,,,,,,,,,,,,,,,
47701,Rsph9,Syt3,LOC105243109,,,,,,,,,,,,,,,,,,,,,,,,
47702,0610040F04Rik,Bola2,Lancl1,,,,,,,,,,,,,,,,,,,,,,,,
47703,Pkn1,A430106G13Rik,Gm31907,,,,,,,,,,,,,,,,,,,,,,,,
47704,Gm8756,Tie1,LOC105247116,,,,,,,,,,,,,,,,,,,,,,,,
47705,2610203C22Rik,Hmga1,LOC105245202,,,,,,,,,,,,,,,,,,,,,,,,
47706,Gm5898,Spata17,Allc,,,,,,,,,,,,,,,,,,,,,,,,
47707,Tmem64,LOC105243109,Ppp1r14c,,,,,,,,,,,,,,,,,,,,,,,,
47708,Zbtb1,Foxc1,Ubtd2,,,,,,,,,,,,,,,,,,,,,,,,
47709,LOC102632778,Ddah1,2010002M12Rik,,,,,,,,,,,,,,,,,,,,,,,,
47710,Ajap1,mt-Nd2,Atp6v0c-ps1,,,,,,,,,,,,,,,,,,,,,,,,
47711,Gm8149,Gm4353,LOC102640715,,,,,,,,,,,,,,,,,,,,,,,,
47712,Gm29914,Gm44020,LOC100502777,,,,,,,,,,,,,,,,,,,,,,,,
47713,LOC102641704,Arxes2,Tm6sf1,,,,,,,,,,,,,,,,,,,,,,,,
47714,4732463B04Rik,Ip6k2,Zfp786,,,,,,,,,,,,,,,,,,,,,,,,
47715,Nsun2,Gm36661,Sarm1,,,,,,,,,,,,,,,,,,,,,,,,
47716,Gm3325,Ranbp6,Dab1,,,,,,,,,,,,,,,,,,,,,,,,
47717,Slc35b3,Cecr2,Trim71,,,,,,,,,,,,,,,,,,,,,,,,
47718,4930570G19Rik,Cpxm1,Nceh1,,,,,,,,,,,,,,,,,,,,,,,,
47719,Dhrs7,Suox,Dffb,,,,,,,,,,,,,,,,,,,,,,,,
47720,Notch1,Gm32819,Gm32310,,,,,,,,,,,,,,,,,,,,,,,,
47721,Gm26569,Mccc2,Cys1,,,,,,,,,,,,,,,,,,,,,,,,
47722,4930590L20Rik,Maged1,Chl1,,,,,,,,,,,,,,,,,,,,,,,,
47723,Gm30243,Gm19639,Kcns3,,,,,,,,,,,,,,,,,,,,,,,,
47724,Slc37a1,Rhov,Tmx4,,,,,,,,,,,,,,,,,,,,,,,,
47725,Phex,Maff,Abca17,,,,,,,,,,,,,,,,,,,,,,,,
47726,LOC102637878,Tax1bp3,Gm33755,,,,,,,,,,,,,,,,,,,,,,,,
47727,Cnga4,Rnf220,Atp2b4,,,,,,,,,,,,,,,,,,,,,,,,
47728,LOC105243368,Adcy7,Fbxl15,,,,,,,,,,,,,,,,,,,,,,,,
47729,LOC105244282,Adipor2,LOC102636309,,,,,,,,,,,,,,,,,,,,,,,,
47730,Ttc26,Dlg5,Zbbx,,,,,,,,,,,,,,,,,,,,,,,,
47731,Gm32498,Ceacam1,Gm3086,,,,,,,,,,,,,,,,,,,,,,,,
47732,Gm32272,LOC105244011,Gm17473,,,,,,,,,,,,,,,,,,,,,,,,
47733,Smpd4,Ctdsp1,Rab3ip,,,,,,,,,,,,,,,,,,,,,,,,
47734,Gm20532,Ptgr2,9530062K07Rik,,,,,,,,,,,,,,,,,,,,,,,,
47735,Dlg4,Gm38293,Gm31841,,,,,,,,,,,,,,,,,,,,,,,,
47736,Gm15423,LOC105243934,Habp4,,,,,,,,,,,,,,,,,,,,,,,,
47737,LOC105242696,Tspo,Gm32643,,,,,,,,,,,,,,,,,,,,,,,,
47738,Gm8734,Rpsa,Gm35170,,,,,,,,,,,,,,,,,,,,,,,,
47739,Pml,Lck,Sez6l,,,,,,,,,,,,,,,,,,,,,,,,
47740,Gm10681,Gmds,Dtd1,,,,,,,,,,,,,,,,,,,,,,,,
47741,4930479D17Rik,E130307A14Rik,LOC102638195,,,,,,,,,,,,,,,,,,,,,,,,
47742,Setd8,Gm34048,LOC105246063,,,,,,,,,,,,,,,,,,,,,,,,
47743,Ocm,3110021N24Rik,Tert,,,,,,,,,,,,,,,,,,,,,,,,
47744,Gm2102,Msantd4,Ndfip2,,,,,,,,,,,,,,,,,,,,,,,,
47745,LOC105247144,Gm30469,Gm12346,,,,,,,,,,,,,,,,,,,,,,,,
47746,Gm35907,Grin2d,Asb13,,,,,,,,,,,,,,,,,,,,,,,,
47747,Gm35578,Rnu1a1,Tac1,,,,,,,,,,,,,,,,,,,,,,,,
47748,Igfbp4,Cdca7l,Eno4,,,,,,,,,,,,,,,,,,,,,,,,
47749,5330417C22Rik,Mrpl17,Gm29975,,,,,,,,,,,,,,,,,,,,,,,,
47750,Tmem114,Pctp,Gm30181,,,,,,,,,,,,,,,,,,,,,,,,
47751,Rpusd3,Sphk1,Ppapdc1b,,,,,,,,,,,,,,,,,,,,,,,,
47752,Col18a1,Zfp449,LOC105245069,,,,,,,,,,,,,,,,,,,,,,,,
47753,Slc50a1,Srpx2,Hpse,,,,,,,,,,,,,,,,,,,,,,,,
47754,Gm26604,Cep97,Banf2,,,,,,,,,,,,,,,,,,,,,,,,
47755,Cyp27a1,LOC105242816,Lnx1,,,,,,,,,,,,,,,,,,,,,,,,
47756,Cbln1,Degs2,Tmem74b,,,,,,,,,,,,,,,,,,,,,,,,
47757,Mir135a-2,Fkbp10,RP23-458C8.2,,,,,,,,,,,,,,,,,,,,,,,,
47758,Gm36883,Pou3f3,Cdk3-ps,,,,,,,,,,,,,,,,,,,,,,,,
47759,Zdbf2,Fbl,9530077C05Rik,,,,,,,,,,,,,,,,,,,,,,,,
47760,Gm33294,Impad1,Phka2,,,,,,,,,,,,,,,,,,,,,,,,
47761,Gm31566,Gm9889,Gm28154,,,,,,,,,,,,,,,,,,,,,,,,
47762,Tead1,AI849053,Ss18l1,,,,,,,,,,,,,,,,,,,,,,,,
47763,Gm31595,Nes,Zfp459,,,,,,,,,,,,,,,,,,,,,,,,
47764,Fkbp9,Slc25a35,Cntrob,,,,,,,,,,,,,,,,,,,,,,,,
47765,Vwa1,RP23-446E13.1,0610010F05Rik,,,,,,,,,,,,,,,,,,,,,,,,
47766,LOC105244148,Zar1,Exd2,,,,,,,,,,,,,,,,,,,,,,,,
47767,Gm36493,Hfe,R3hdm4,,,,,,,,,,,,,,,,,,,,,,,,
47768,Gm33097,Akna,Gm32856,,,,,,,,,,,,,,,,,,,,,,,,
47769,LOC105245202,Parp11,Hn1,,,,,,,,,,,,,,,,,,,,,,,,
47770,LOC105244729,D17Ertd648e,B3galt2,,,,,,,,,,,,,,,,,,,,,,,,
47771,Arpc2,Amdhd2,Zranb2,,,,,,,,,,,,,,,,,,,,,,,,
47772,Lat2,Bex4,Klhdc9,,,,,,,,,,,,,,,,,,,,,,,,
47773,Arhgap17,Fyn,Gm21145,,,,,,,,,,,,,,,,,,,,,,,,
47774,Nkx6-2,Plekhb2,6330403K07Rik,,,,,,,,,,,,,,,,,,,,,,,,
47775,Gm30466,Gm15459,Dmrt2,,,,,,,,,,,,,,,,,,,,,,,,
47776,LOC105244487,2310009B15Rik,Iqsec2,,,,,,,,,,,,,,,,,,,,,,,,
47777,Rnf130,Mfsd7b,4930444P10Rik,,,,,,,,,,,,,,,,,,,,,,,,
47778,Prkcd,Rif1,Morc4,,,,,,,,,,,,,,,,,,,,,,,,
47779,Gm16385,Atp13a5,Gm19031,,,,,,,,,,,,,,,,,,,,,,,,
47780,Gm6569,Cyc1,Kcnc3,,,,,,,,,,,,,,,,,,,,,,,,
47781,LOC105243905,Tspan32os,Tceal3,,,,,,,,,,,,,,,,,,,,,,,,
47782,Stxbp3a,Gm30272,Evl,,,,,,,,,,,,,,,,,,,,,,,,
47783,Gm32442,Ccrl2,Ndst4,,,,,,,,,,,,,,,,,,,,,,,,
47784,Gimap6,Ttc30a1,BC030343,,,,,,,,,,,,,,,,,,,,,,,,
47785,Gm18786,Cyb5r2,1700008O03Rik,,,,,,,,,,,,,,,,,,,,,,,,
47786,LOC105242769,Nkain4,Dnmt1,,,,,,,,,,,,,,,,,,,,,,,,
47787,Shisa7,Fmo4,Zdhhc8,,,,,,,,,,,,,,,,,,,,,,,,
47788,Zdhhc14,Plch2,RP23-350G1.5,,,,,,,,,,,,,,,,,,,,,,,,
47789,Gm19500,Gtf2ird1,A330017A19Rik,,,,,,,,,,,,,,,,,,,,,,,,
47790,Gm5149,Tns1,Timm9,,,,,,,,,,,,,,,,,,,,,,,,
47791,Gm32342,Ahr,Gm15892,,,,,,,,,,,,,,,,,,,,,,,,
47792,Slc9a5,Tnni1,Ccdc28a,,,,,,,,,,,,,,,,,,,,,,,,
47793,Grin2c,Cx3cr1,4933404O12Rik,,,,,,,,,,,,,,,,,,,,,,,,
47794,Gm19463,Yars,Mturn,,,,,,,,,,,,,,,,,,,,,,,,
47795,Dab2ip,Ttc9c,Gm6374,,,,,,,,,,,,,,,,,,,,,,,,
47796,Nsmf,Kdm6b,LOC105245242,,,,,,,,,,,,,,,,,,,,,,,,
47797,Gm6977,Ghitm,LOC105247244,,,,,,,,,,,,,,,,,,,,,,,,
47798,Mdk,LOC105246713,LOC105243852,,,,,,,,,,,,,,,,,,,,,,,,
47799,LOC102637336,Flywch1,Bbs4,,,,,,,,,,,,,,,,,,,,,,,,
47800,Gm36068,Syce2,LOC100534380,,,,,,,,,,,,,,,,,,,,,,,,
47801,1700041G16Rik,Phldb1,Tmem181a,,,,,,,,,,,,,,,,,,,,,,,,
47802,Tmco4,Nid2,Gm36445,,,,,,,,,,,,,,,,,,,,,,,,
47803,E2f5,Pgf,B430212C06Rik,,,,,,,,,,,,,,,,,,,,,,,,
47804,Gm26848,Gpr63,9330198N18Rik,,,,,,,,,,,,,,,,,,,,,,,,
47805,Nrp2,Irs2,D930015E06Rik,,,,,,,,,,,,,,,,,,,,,,,,
47806,Gm17823,Bche,Gm8910,,,,,,,,,,,,,,,,,,,,,,,,
47807,Tmem151a,Gm15816,Gm42517,,,,,,,,,,,,,,,,,,,,,,,,
47808,Tnfrsf11b,Synm,Gm30516,,,,,,,,,,,,,,,,,,,,,,,,
47809,Scn3a,LOC105245842,LOC102639145,,,,,,,,,,,,,,,,,,,,,,,,
47810,Ankrd13b,LOC105247097,Dennd5b,,,,,,,,,,,,,,,,,,,,,,,,
47811,LOC105244934,Mfsd7c,Maneal,,,,,,,,,,,,,,,,,,,,,,,,
47812,Svop,Ears2,Gm32080,,,,,,,,,,,,,,,,,,,,,,,,
47813,LOC102634085,Cercam,LOC105244003,,,,,,,,,,,,,,,,,,,,,,,,
47814,Ahdc1,Drap1,Gm13847,,,,,,,,,,,,,,,,,,,,,,,,
47815,Gm35937,Xpot,Gm34819,,,,,,,,,,,,,,,,,,,,,,,,
47816,Acat3,Edem1,LOC105246135,,,,,,,,,,,,,,,,,,,,,,,,
47817,Atg4c,Araf,Nr4a2,,,,,,,,,,,,,,,,,,,,,,,,
47818,Gm18285,Nadk2,Gm33496,,,,,,,,,,,,,,,,,,,,,,,,
47819,Gm12027,LOC105246451,Gm14680,,,,,,,,,,,,,,,,,,,,,,,,
47820,Gba2,Nrarp,Adcy9,,,,,,,,,,,,,,,,,,,,,,,,
47821,Gm17235,Nudt11,Rprm,,,,,,,,,,,,,,,,,,,,,,,,
47822,Afap1l2,Ciapin1,Zbtb8a,,,,,,,,,,,,,,,,,,,,,,,,
47823,Ackr3,Jag1,Eef1a2,,,,,,,,,,,,,,,,,,,,,,,,
47824,Gm15616,Gm29394,Gm26008,,,,,,,,,,,,,,,,,,,,,,,,
47825,Gm16897,Parp8,D030054H15Rik,,,,,,,,,,,,,,,,,,,,,,,,
47826,Garnl3,1110059E24Rik,Gm34567,,,,,,,,,,,,,,,,,,,,,,,,
47827,Slc4a11,Stk36,LOC105242627,,,,,,,,,,,,,,,,,,,,,,,,
47828,Cep41,Gm33909,C2cd5,,,,,,,,,,,,,,,,,,,,,,,,
47829,Gm38392,Gpr137b,Ttc19,,,,,,,,,,,,,,,,,,,,,,,,
47830,Gm13543,Aldh18a1,Pgam2,,,,,,,,,,,,,,,,,,,,,,,,
47831,Stmn1-rs2,Gbp2,6330549D23Rik,,,,,,,,,,,,,,,,,,,,,,,,
47832,LOC105242444,Tet2,Cbarp,,,,,,,,,,,,,,,,,,,,,,,,
47833,Gm15726,Tspan32,Rragd,,,,,,,,,,,,,,,,,,,,,,,,
47834,Ankub1,Nthl1,Aard,,,,,,,,,,,,,,,,,,,,,,,,
47835,Gm16758,Gm14890,Dapk1,,,,,,,,,,,,,,,,,,,,,,,,
47836,Snap25,Rapgef3os2,Cdh13,,,,,,,,,,,,,,,,,,,,,,,,
47837,Gm8616,Gm14862,Gm29908,,,,,,,,,,,,,,,,,,,,,,,,
47838,Abi2,TrnI,Gm34246,,,,,,,,,,,,,,,,,,,,,,,,
47839,Serpinb6a,Arhgef5,LOC105242621,,,,,,,,,,,,,,,,,,,,,,,,
47840,4930594C11Rik,Slitrk3,Pcgf6,,,,,,,,,,,,,,,,,,,,,,,,
47841,Gm29885,Fmo5,March10,,,,,,,,,,,,,,,,,,,,,,,,
47842,Lrrc9,Aga,Chrna4,,,,,,,,,,,,,,,,,,,,,,,,
47843,LOC105243005,2810049E08Rik,Iqce,,,,,,,,,,,,,,,,,,,,,,,,
47844,Gm13373,Pcbd2,Gm30995,,,,,,,,,,,,,,,,,,,,,,,,
47845,Gm26849,Crabp1,LOC105247013,,,,,,,,,,,,,,,,,,,,,,,,
47846,Pxn,Atp5g3,LOC105247091,,,,,,,,,,,,,,,,,,,,,,,,
47847,LOC102635707,4930577N17Rik,Gm10851,,,,,,,,,,,,,,,,,,,,,,,,
47848,Cck,Gm2974,LOC105245491,,,,,,,,,,,,,,,,,,,,,,,,
47849,Gm30747,Erlin2,Calb2,,,,,,,,,,,,,,,,,,,,,,,,
47850,LOC105243444,DHRSX,Igip,,,,,,,,,,,,,,,,,,,,,,,,
47851,Dusp1,Nlrc3,3010026O09Rik,,,,,,,,,,,,,,,,,,,,,,,,
47852,Acaa1b,Tmem117,Acr,,,,,,,,,,,,,,,,,,,,,,,,
47853,LOC101056032,Scara3,Pnmal1,,,,,,,,,,,,,,,,,,,,,,,,
47854,Kif26a,Gm20715,Slc25a14,,,,,,,,,,,,,,,,,,,,,,,,
47855,Cycl,Rcn3,Gm17135,,,,,,,,,,,,,,,,,,,,,,,,
47856,Rras,Olfr287,Dmc1,,,,,,,,,,,,,,,,,,,,,,,,
47857,Gm973,Prkcd,Sulf1,,,,,,,,,,,,,,,,,,,,,,,,
47858,6330403K07Rik,AI854703,Negr1,,,,,,,,,,,,,,,,,,,,,,,,
47859,Gm17205,RP23-316J6.4,Ppp1r13b,,,,,,,,,,,,,,,,,,,,,,,,
47860,Gm28707,Dock2,Spata7,,,,,,,,,,,,,,,,,,,,,,,,
47861,LOC105246759,Etfa,Sp9,,,,,,,,,,,,,,,,,,,,,,,,
47862,Gm15828,Gm35882,Aldob,,,,,,,,,,,,,,,,,,,,,,,,
47863,Efcab10,2310022B05Rik,LOC105243371,,,,,,,,,,,,,,,,,,,,,,,,
47864,LOC102633000,Thsd1,2310047M10Rik,,,,,,,,,,,,,,,,,,,,,,,,
47865,Anxa5,2010320M18Rik,Urb1,,,,,,,,,,,,,,,,,,,,,,,,
47866,Eva1a,Dusp28,Gm31218,,,,,,,,,,,,,,,,,,,,,,,,
47867,Nbeal2,Peg3,Gm36218,,,,,,,,,,,,,,,,,,,,,,,,
47868,Myo18a,Slc6a13,Gm36685,,,,,,,,,,,,,,,,,,,,,,,,
47869,Prmt8,A730020M07Rik,LOC105245317,,,,,,,,,,,,,,,,,,,,,,,,
47870,Gm31586,Clstn3,AW495222,,,,,,,,,,,,,,,,,,,,,,,,
47871,Gm26624,Cox4i2,Slc4a8,,,,,,,,,,,,,,,,,,,,,,,,
47872,Rap1gds1,Fut8,Gm34237,,,,,,,,,,,,,,,,,,,,,,,,
47873,Abra,Scx,2810039B14Rik,,,,,,,,,,,,,,,,,,,,,,,,
47874,Fry,Vdac2,Gm32771,,,,,,,,,,,,,,,,,,,,,,,,
47875,Stard3,Neto2,Kif21a,,,,,,,,,,,,,,,,,,,,,,,,
47876,Stk19,Il6st,Fzd3,,,,,,,,,,,,,,,,,,,,,,,,
47877,LOC105246318,Foxf2,Pcgf2,,,,,,,,,,,,,,,,,,,,,,,,
47878,Gm33257,Gm17058,A730017C20Rik,,,,,,,,,,,,,,,,,,,,,,,,
47879,Gm10629,Aqp10-ps,LOC102639412,,,,,,,,,,,,,,,,,,,,,,,,
47880,LOC105246538,Lzts2,Epb4.1,,,,,,,,,,,,,,,,,,,,,,,,
47881,5730435O14Rik,Gm16096,Rcor2,,,,,,,,,,,,,,,,,,,,,,,,
47882,Trim59,Zfp677,Ralgps2,,,,,,,,,,,,,,,,,,,,,,,,
47883,Gm18167,Ifngr1,Ptprh,,,,,,,,,,,,,,,,,,,,,,,,
47884,Spc24,Ehhadh,Inpp5j,,,,,,,,,,,,,,,,,,,,,,,,
47885,Cspg4,Gm28873,Gm9056,,,,,,,,,,,,,,,,,,,,,,,,
47886,2900089D17Rik,Exosc5,Igfbp4,,,,,,,,,,,,,,,,,,,,,,,,
47887,Gm11802,Wdr76,Fam71d,,,,,,,,,,,,,,,,,,,,,,,,
47888,Gm29595,Sik3,Gm35636,,,,,,,,,,,,,,,,,,,,,,,,
47889,Prdx4,Cxx1a,LOC105242574,,,,,,,,,,,,,,,,,,,,,,,,
47890,Clk2,Gm6089,Glipr1,,,,,,,,,,,,,,,,,,,,,,,,
47891,Ucma,2700097O09Rik,Gm35266,,,,,,,,,,,,,,,,,,,,,,,,
47892,C030005K15Rik,1700027A07Rik,LOC105243696,,,,,,,,,,,,,,,,,,,,,,,,
47893,Gadl1,Prkx,Cdon,,,,,,,,,,,,,,,,,,,,,,,,
47894,Gm6251,Glrx,LOC105242560,,,,,,,,,,,,,,,,,,,,,,,,
47895,Gm29587,Zfyve16,Gm43507,,,,,,,,,,,,,,,,,,,,,,,,
47896,Cd37,1700058P15Rik,Gm26577,,,,,,,,,,,,,,,,,,,,,,,,
47897,Cd27,LOC105245153,Dlx1as,,,,,,,,,,,,,,,,,,,,,,,,
47898,LOC105244439,Cdc14b,Cdk17,,,,,,,,,,,,,,,,,,,,,,,,
47899,Lsm8,Gm33594,Gm13269,,,,,,,,,,,,,,,,,,,,,,,,
47900,LOC105246973,Klhl6,LOC105242758,,,,,,,,,,,,,,,,,,,,,,,,
47901,F420015M19Rik,Gm29480,Mmd,,,,,,,,,,,,,,,,,,,,,,,,
47902,Gm36148,Gm29853,Maats1,,,,,,,,,,,,,,,,,,,,,,,,
47903,Gm16505,Sh3d19,Katnb1,,,,,,,,,,,,,,,,,,,,,,,,
47904,Wfdc18,Mastl,Uhrf1bp1l,,,,,,,,,,,,,,,,,,,,,,,,
47905,Mzf1,Tfap4,Asphd2,,,,,,,,,,,,,,,,,,,,,,,,
47906,Tmem125,Mroh1,2810049E08Rik,,,,,,,,,,,,,,,,,,,,,,,,
47907,Icam2,Sh3bp2,Kcnf1,,,,,,,,,,,,,,,,,,,,,,,,
47908,LOC105242596,Gsx2,Wnt1,,,,,,,,,,,,,,,,,,,,,,,,
47909,Pdzph1,2310003H01Rik,E130304I02Rik,,,,,,,,,,,,,,,,,,,,,,,,
47910,Gpr22,Akap9,Trh,,,,,,,,,,,,,,,,,,,,,,,,
47911,Gm13530,Hook2,Gm12653,,,,,,,,,,,,,,,,,,,,,,,,
47912,Tmc1,Gm3488,Pip5k1a,,,,,,,,,,,,,,,,,,,,,,,,
47913,Ccdc181,Dhx35,Gm42567,,,,,,,,,,,,,,,,,,,,,,,,
47914,Gm6153,Vis1,Dock7,,,,,,,,,,,,,,,,,,,,,,,,
47915,TrnQ,Acbd5,Gm32887,,,,,,,,,,,,,,,,,,,,,,,,
47916,Gm34265,Taf7,Bhlhb9,,,,,,,,,,,,,,,,,,,,,,,,
47917,Tmem14a,Zic1,Glp2r,,,,,,,,,,,,,,,,,,,,,,,,
47918,Nfya,Slc25a29,Asap1,,,,,,,,,,,,,,,,,,,,,,,,
47919,Arf3,Vgf,D930048N14Rik,,,,,,,,,,,,,,,,,,,,,,,,
47920,LOC105244569,Dnajc4,Asns,,,,,,,,,,,,,,,,,,,,,,,,
47921,Gm33232,Zic4,Fam150a,,,,,,,,,,,,,,,,,,,,,,,,
47922,Gm34510,Gm11128,LOC105242400,,,,,,,,,,,,,,,,,,,,,,,,
47923,Ceacam9,Samd4,LOC105244112,,,,,,,,,,,,,,,,,,,,,,,,
47924,Sox4,Gm42678,Gm5115,,,,,,,,,,,,,,,,,,,,,,,,
47925,Fbxl3,Gm36266,Bzw2,,,,,,,,,,,,,,,,,,,,,,,,
47926,LOC105243122,Sycp2l,Grip1os3,,,,,,,,,,,,,,,,,,,,,,,,
47927,Unc80,Astn2,1700111E14Rik,,,,,,,,,,,,,,,,,,,,,,,,
47928,Cmtm7,Foxq1,Glce,,,,,,,,,,,,,,,,,,,,,,,,
47929,Ywhah,Gm15510,Prr36,,,,,,,,,,,,,,,,,,,,,,,,
47930,Diaph3,Myc,Mak,,,,,,,,,,,,,,,,,,,,,,,,
